9.999	8604
10	8033
10	9562
10	11912
10.001	27
10.001	172
10.001	908
10.001	1911
10.001	3952
10.001	5388
10.001	5718
10.001	5801
10.001	11404
10.001	12204
10.002	785
10.002	2750
10.002	3696
10.002	6531
10.002	7395
10.002	8223
10.002	8533
10.002	8981
10.002	10180
10.002	10934
10.002	12463
10.003	333
10.003	4580
10.003	5613
10.003	6534
10.003	8019
10.003	9336
10.003	9898
10.003	10075
10.003	11605
10.003	11969
10.004	257
10.004	2487
10.004	4167
10.004	4991
10.004	6515
10.004	6832
10.004	7149
10.004	8039
10.004	8697
10.004	9401
10.004	9782
10.004	10336
10.004	10442
10.005	1939
10.005	10039
10.006	2947
10.006	3304
10.006	4281
10.006	5219
10.006	6266
10.006	11415
10.006	11632
10.006	11971
10.006	12226
10.007	2611
10.007	3053
10.007	3150
10.007	4376
10.007	6998
10.007	7192
10.007	7292
10.007	7460
10.007	7998
10.007	8181
10.007	8204
10.007	8581
10.007	8965
10.007	9090
10.007	9304
10.007	9829
10.007	10450
10.007	11237
10.008	5982
10.008	10371
10.009	1706
10.009	2753
10.009	11360
10.009	11469
10.01	1677
10.01	3736
10.01	3865
10.01	7791
10.01	9607
10.011	3112
10.011	5835
10.011	6900
10.011	7634
10.012	1645
10.012	4182
10.012	5920
10.012	6227
10.013	420
10.013	932
10.013	2973
10.013	3213
10.013	5731
10.013	10279
10.014	3192
10.014	3831
10.015	4665
10.016	1397
10.017	4923
10.018	83
10.018	1490
10.018	8986
10.018	12223
10.019	5200
10.019	7949
10.019	9810
10.02	1770
10.02	3085
10.02	7264
10.02	8416
10.02	8797
10.02	8827
10.021	1750
10.021	1861
10.021	5994
10.022	581
10.022	9077
10.023	154
10.023	1557
10.023	6026
10.023	8098
10.023	9861
10.023	10697
10.023	10847
10.023	11477
10.023	12037
10.024	1102
10.024	1796
10.024	2115
10.024	2607
10.024	5544
10.025	4137
10.027	6595
10.028	3830
10.028	7362
10.028	8804
10.029	2887
10.029	4514
10.03	5037
10.03	10518
10.031	550
10.031	1110
10.032	4296
10.032	12092
10.033	3697
10.033	7548
10.034	631
10.035	3131
10.035	11320
10.035	11859
10.036	973
10.036	8523
10.037	1221
10.037	1910
10.037	7141
10.037	7838
10.037	8117
10.038	3124
10.039	6654
10.039	6942
10.039	9704
10.04	6626
10.041	3684
10.041	9850
10.041	11757
10.042	329
10.042	3508
10.044	4460
10.044	9542
10.045	3187
10.046	3802
10.046	4641
10.047	10744
10.048	4951
10.048	5069
10.048	5363
10.05	6898
10.053	2244
10.053	3591
10.053	5436
10.053	9294
10.054	6204
10.055	2978
10.056	2037
10.056	3447
10.057	77
10.057	896
10.057	1503
10.057	5494
10.057	5649
10.057	6679
10.057	11310
10.058	761
10.058	9185
10.059	3028
10.06	9685
10.061	6509
10.062	840
10.063	4159
10.063	12495
10.064	1668
10.064	9945
10.064	11501
10.065	4312
10.065	10403
10.066	5744
10.066	10595
10.067	817
10.067	2231
10.067	4484
10.069	12002
10.071	4510
10.071	5054
10.073	4790
10.073	6609
10.073	7108
10.073	8775
10.073	9417
10.074	4107
10.074	5630
10.074	7610
10.074	7852
10.075	9956
10.076	1036
10.076	10664
10.076	11931
10.077	2656
10.077	5184
10.077	9505
10.077	12480
10.078	1742
10.078	10184
10.078	12356
10.079	3916
10.079	12103
10.08	3597
10.083	5432
10.084	2022
10.085	1279
10.085	10437
10.085	10759
10.086	5727
10.087	12050
10.088	4211
10.088	8451
10.089	872
10.089	12032
10.09	2823
10.09	5505
10.09	5686
10.09	9223
10.09	10973
10.091	6305
10.091	10477
10.091	12380
10.092	2081
10.093	3393
10.093	9599
10.094	3015
10.095	1117
10.096	704
10.097	1704
10.097	8534
10.098	2567
10.098	3582
10.098	8088
10.099	1895
10.101	9425
10.104	159
10.105	1451
10.105	4701
10.106	1259
10.106	8935
10.107	4349
10.107	11852
10.108	2277
10.108	3671
10.108	11412
10.109	5447
10.111	3661
10.112	12456
10.113	8498
10.113	9389
10.113	11604
10.114	11226
10.115	11572
10.116	9938
10.119	10092
10.12	2025
10.12	12155
10.121	165
10.121	820
10.121	2691
10.122	2684
10.122	4492
10.122	12389
10.123	1266
10.123	3726
10.123	5151
10.123	6953
10.123	11132
10.126	8322
10.127	8964
10.129	10268
10.13	10413
10.131	8439
10.133	1595
10.133	2063
10.134	3876
10.134	5354
10.134	11698
10.135	8669
10.136	2386
10.138	8864
10.139	3153
10.139	11643
10.139	12130
10.14	4960
10.144	7959
10.144	8639
10.145	11956
10.148	743
10.148	2717
10.148	3012
10.149	11364
10.155	5761
10.155	6171
10.156	1634
10.156	2407
10.157	2702
10.158	9548
10.159	2399
10.159	7457
10.16	9658
10.166	68
10.166	4042
10.168	5936
10.169	4570
10.169	5885
10.17	8829
10.171	10429
10.172	5724
10.172	7840
10.173	1681
10.175	2151
10.175	3367
10.177	1747
10.178	997
10.178	8177
10.18	426
10.18	1566
10.18	5317
10.18	6301
10.18	8166
10.184	967
10.184	12487
10.185	4004
10.188	11984
10.189	4149
10.19	702
10.19	1321
10.191	10575
10.193	9426
10.193	12233
10.194	7174
10.195	118
10.195	585
10.197	51
10.197	407
10.197	1378
10.197	5946
10.197	6742
10.197	8465
10.197	11079
10.198	2609
10.199	3392
10.199	11521
10.2	7399
10.2	11451
10.201	848
10.201	3871
10.201	11525
10.202	1019
10.205	4545
10.205	4611
10.206	849
10.207	12046
10.208	4161
10.208	4758
10.209	656
10.211	2737
10.211	8277
10.212	11066
10.213	1015
10.213	4140
10.213	5513
10.213	10684
10.213	10705
10.214	1044
10.215	2456
10.215	3184
10.217	9413
10.218	2573
10.219	7600
10.219	7811
10.221	10930
10.222	7446
10.222	7864
10.222	9600
10.222	11110
10.223	2833
10.224	9557
10.225	1603
10.225	5693
10.225	9177
10.227	3774
10.227	7336
10.23	9225
10.233	9402
10.233	11498
10.234	5914
10.235	733
10.236	3014
10.236	7163
10.237	3537
10.239	2698
10.239	4334
10.24	1152
10.24	9148
10.24	12462
10.242	1830
10.242	3646
10.242	6104
10.242	6388
10.244	5988
10.244	7194
10.245	182
10.246	9260
10.248	5001
10.248	8329
10.249	5375
10.25	5798
10.25	6702
10.25	9031
10.251	3633
10.251	4624
10.252	9808
10.252	10486
10.252	12247
10.254	3289
10.254	6814
10.254	11778
10.256	1362
10.256	11443
10.256	12382
10.257	839
10.257	5511
10.258	6391
10.259	5881
10.259	9116
10.259	12350
10.26	6812
10.261	837
10.261	3630
10.261	5487
10.261	7032
10.261	9620
10.261	11982
10.262	723
10.263	9030
10.264	4181
10.264	9833
10.264	11012
10.264	11660
10.264	11681
10.265	1772
10.265	5270
10.265	5766
10.266	1091
10.266	8616
10.266	11754
10.267	4410
10.267	9174
10.268	275
10.268	1576
10.268	5470
10.268	6828
10.269	562
10.269	728
10.269	1652
10.269	6285
10.269	7004
10.269	9913
10.27	5040
10.27	8854
10.27	9644
10.27	11741
10.271	138
10.271	5674
10.271	8325
10.271	10367
10.271	11602
10.272	5645
10.272	10833
10.273	536
10.273	4443
10.273	7755
10.274	8914
10.275	11101
10.276	146
10.276	4143
10.276	5557
10.276	9412
10.276	10146
10.277	1621
10.277	3784
10.277	6827
10.278	4294
10.278	12392
10.279	9142
10.28	1725
10.28	5491
10.28	6191
10.281	6106
10.281	8944
10.282	5772
10.282	9472
10.283	320
10.283	1688
10.283	2144
10.283	2357
10.283	5880
10.284	10252
10.285	2017
10.285	2529
10.285	3253
10.285	7119
10.285	10627
10.285	11616
10.285	12319
10.286	2119
10.286	4893
10.286	5102
10.286	7405
10.286	11446
10.287	626
10.287	2546
10.287	7151
10.287	8049
10.287	8617
10.288	67
10.288	4482
10.288	4782
10.288	12210
10.289	4614
10.289	6700
10.29	4498
10.29	6166
10.29	6178
10.291	9085
10.292	2733
10.292	5210
10.292	10205
10.293	700
10.293	1382
10.293	4318
10.293	5006
10.293	5025
10.294	2012
10.294	6472
10.295	11536
10.296	145
10.296	2126
10.296	3947
10.296	4714
10.296	8413
10.296	8517
10.296	10353
10.296	10467
10.296	11853
10.297	4959
10.298	642
10.298	1262
10.298	2764
10.298	3239
10.298	3940
10.299	2854
10.299	8145
10.299	11204
10.3	273
10.301	2523
10.301	8421
10.301	12266
10.302	5556
10.302	7250
10.302	8254
10.302	8780
10.302	8903
10.303	1674
10.303	5922
10.303	8792
10.303	11127
10.304	5385
10.304	6443
10.304	8366
10.305	943
10.305	2096
10.305	2166
10.305	4725
10.305	12114
10.306	6433
10.306	6523
10.306	6550
10.306	6871
10.306	7661
10.306	10815
10.307	2892
10.307	8630
10.308	1162
10.308	2554
10.308	4999
10.308	8286
10.308	9578
10.308	9714
10.308	11116
10.309	3341
10.309	5121
10.309	9457
10.309	10197
10.31	526
10.31	1112
10.31	5171
10.31	5808
10.311	803
10.311	1546
10.311	3314
10.311	4989
10.311	7044
10.311	10256
10.311	11921
10.312	3699
10.312	6526
10.312	8120
10.312	9948
10.312	11223
10.313	1501
10.313	2832
10.313	4357
10.313	4752
10.313	5934
10.313	6307
10.313	8972
10.313	9718
10.314	440
10.314	1705
10.314	4044
10.314	6473
10.314	8213
10.314	9140
10.314	11043
10.315	814
10.315	4307
10.315	5842
10.315	8969
10.316	3246
10.316	4831
10.316	5483
10.316	7016
10.316	8175
10.316	10891
10.316	12187
10.317	10050
10.317	11424
10.317	11764
10.317	12044
10.318	3297
10.318	8333
10.318	11250
10.318	12419
10.319	1064
10.319	1072
10.319	3171
10.319	3176
10.319	4751
10.319	5410
10.319	9317
10.319	10203
10.319	11994
10.32	104
10.32	2408
10.32	2907
10.32	3629
10.32	5597
10.32	7652
10.32	11089
10.32	11156
10.32	11228
10.321	11
10.321	2424
10.321	8976
10.321	9049
10.321	9290
10.321	11096
10.321	11704
10.321	11816
10.321	12207
10.322	1265
10.322	9285
10.322	10214
10.323	184
10.323	1374
10.323	3846
10.323	4196
10.323	7324
10.323	7904
10.323	11208
10.323	11400
10.324	1811
10.324	2286
10.324	3040
10.325	2834
10.325	4198
10.325	4621
10.325	5177
10.325	5877
10.325	9107
10.325	11179
10.325	11191
10.326	3002
10.326	3536
10.326	7384
10.326	8427
10.326	8862
10.326	9313
10.326	10390
10.326	10538
10.326	11753
10.327	588
10.327	1580
10.327	4168
10.327	7189
10.327	7549
10.327	10327
10.327	11072
10.327	12170
10.328	8
10.328	695
10.328	976
10.328	3186
10.328	3398
10.328	6375
10.328	7705
10.328	8054
10.328	10273
10.328	11433
10.328	11724
10.328	11812
10.329	235
10.329	2447
10.329	3926
10.329	6162
10.329	6320
10.329	6782
10.329	9390
10.329	9801
10.329	10704
10.329	11750
10.33	1497
10.33	2266
10.33	2295
10.33	3337
10.33	4208
10.33	5458
10.33	5918
10.33	6286
10.33	6910
10.33	7091
10.33	9045
10.33	9263
10.33	10014
10.33	10975
10.331	194
10.331	2160
10.331	2678
10.331	2752
10.331	3872
10.331	5276
10.331	6123
10.331	7303
10.331	7598
10.331	7683
10.331	9364
10.331	9711
10.331	10189
10.331	11255
10.332	1090
10.332	1485
10.332	2353
10.332	3434
10.332	4599
10.332	4618
10.332	4677
10.332	4890
10.332	7101
10.332	7313
10.332	8265
10.332	8717
10.332	9348
10.332	9602
10.332	9936
10.332	10647
10.332	11599
10.332	12307
10.333	167
10.333	237
10.333	3502
10.333	3996
10.333	8292
10.333	9778
10.333	12457
10.334	310
10.334	4942
10.334	10342
10.335	452
10.335	1324
10.335	1993
10.335	6402
10.335	7640
10.335	9541
10.335	10989
10.335	11331
10.336	365
10.336	475
10.336	4091
10.336	4243
10.336	4263
10.336	5093
10.336	8642
10.336	10082
10.336	10321
10.336	12165
10.336	12295
10.337	187
10.337	904
10.337	981
10.337	3409
10.337	6875
10.337	7820
10.337	10038
10.337	10941
10.338	239
10.338	5030
10.338	9065
10.338	12049
10.339	3842
10.339	5291
10.339	5430
10.339	8702
10.34	968
10.34	3610
10.34	5909
10.34	7383
10.34	9190
10.34	9249
10.34	10200
10.341	243
10.341	1383
10.341	2510
10.341	4278
10.341	6590
10.341	6787
10.341	10040
10.342	442
10.342	515
10.342	1215
10.343	156
10.343	1864
10.343	5751
10.343	7347
10.343	8037
10.343	10564
10.344	1052
10.344	3004
10.344	3681
10.344	8720
10.344	11770
10.345	284
10.345	2029
10.345	6889
10.345	7533
10.345	7639
10.345	11954
10.346	4215
10.346	11087
10.346	11224
10.347	52
10.347	843
10.347	1433
10.347	2778
10.347	4872
10.347	4922
10.347	5775
10.347	8738
10.347	9227
